0	100	0.0000	1.5	100:0:0:0:0:0	1.3155	0.0096	120025.8274	167.0496	9165.3295	39.1078	39.1078	2
1	100	0.0000	0	100:0:0:0:0:0	1.3071	0.0124	120044.6190	282.1699	9164.2151	0.0023	0.0023	2
2	100	0.0000	0.1	100:0:0:0:0:0	1.2901	0.0121	120044.6153	273.2038	9164.2153	0.0026	0.0026	2
3	100	0.0000	0.2	100:0:0:0:0:0	1.2762	0.0198	120044.5242	279.4498	9164.2207	0.0025	0.0025	2
4	100	0.0000	0.3	100:0:0:0:0:0	1.2781	0.0148	120044.6394	268.7352	9164.2139	0.0050	0.0050	2
5	100	0.0000	0.4	100:0:0:0:0:0	1.2804	0.0118	120044.9740	282.5839	9164.1946	0.0049	0.0049	2
6	100	0.0000	0.5	100:0:0:0:0:0	1.2465	0.0165	120044.9501	265.9834	9164.1959	0.0059	0.0059	2
7	100	0.0000	0.6	100:0:0:0:0:0	1.2406	0.0122	120044.7946	262.1342	9164.2050	0.0233	0.0233	2
8	100	0.0000	0.7	100:0:0:0:0:0	1.2466	0.0130	120044.4615	253.3288	9164.2245	0.0830	0.0830	2
9	100	0.0000	0.8	100:0:0:0:0:0	1.2473	0.0162	120044.3170	252.3229	9164.2340	0.4161	0.4161	2
10	100	0.0000	0.9	100:0:0:0:0:0	1.2736	0.0136	120042.9929	234.2768	9164.3137	1.2787	1.2787	2
11	100	0.0000	1.01	100:0:0:0:0:0	1.2644	0.0102	120040.0328	208.3935	9164.4920	3.8710	3.8710	2
12	100	0.0000	1.1	100:0:0:0:0:0	1.3082	0.0093	120036.7783	191.7422	9164.6868	7.6545	7.6545	2
13	100	0.0000	1.2	100:0:0:0:0:0	1.3818	0.0122	120033.0998	177.1334	9164.9050	13.8963	13.8963	2
14	100	0.0000	1.3	100:0:0:0:0:0	1.3432	0.0127	120029.6848	175.7404	9165.1049	21.7743	21.7743	2
15	100	0.0000	1.4	100:0:0:0:0:0	1.3282	0.0127	120027.6481	168.9008	9165.2241	30.6474	30.6474	2
16	100	0.0000	1.5	0:50:50:0:0:0	1.3856	0.0108	220003.9016	180.6916	4999.9568	36.9941	36.9941	2
17	100	0.0000	0	0:50:50:0:0:0	1.3772	0.0131	220003.9999	223.3863	4999.9545	0.0102	0.0102	2
18	100	0.0000	0.1	0:50:50:0:0:0	1.3857	0.0118	220004.0000	226.7935	4999.9545	0.0125	0.0125	2
19	100	0.0000	0.2	0:50:50:0:0:0	1.3664	0.0131	220003.9999	227.2978	4999.9545	0.0092	0.0092	2
20	100	0.0000	0.3	0:50:50:0:0:0	1.3700	0.0118	220003.9999	226.1988	4999.9545	0.0147	0.0147	2
21	100	0.0000	0.4	0:50:50:0:0:0	1.3596	0.0108	220004.0000	227.1500	4999.9545	0.0174	0.0174	2
22	100	0.0000	0.5	0:50:50:0:0:0	1.3808	0.0108	220003.9999	226.8150	4999.9545	0.0276	0.0276	2
23	100	0.0000	0.6	0:50:50:0:0:0	1.3657	0.0123	220003.9998	216.1466	4999.9546	0.0506	0.0506	2	1
24	100	0.0000	0.7	0:50:50:0:0:0	1.3576	0.0113	220003.9996	219.0448	4999.9546	0.1712	0.1712	2
25	100	0.0000	0.8	0:50:50:0:0:0	1.3727	0.0145	220003.9987	214.5609	4999.9546	0.4332	0.4332	2
26	100	0.0000	0.9	0:50:50:0:0:0	1.3572	0.0113	220003.9969	207.2457	4999.9546	1.2230	1.2230	2
27	100	0.0000	1.01	0:50:50:0:0:0	1.3598	0.0129	220003.9918	201.4447	4999.9547	3.0766	3.0766	2
28	100	0.0000	1.1	0:50:50:0:0:0	1.3531	0.0138	220003.9845	195.6435	4999.9549	5.9443	5.9443	2
29	100	0.0000	1.2	0:50:50:0:0:0	1.3538	0.0141	220003.9702	191.4520	4999.9552	11.1467	11.1467	2
30	100	0.0000	1.3	0:50:50:0:0:0	1.3582	0.0126	220003.9509	186.4044	4999.9557	17.8320	17.8320	2
31	100	0.0000	1.4	0:50:50:0:0:0	1.3785	0.0138	220003.9301	190.6764	4999.9561	27.4996	27.4996	2
32	100	0.0000	1.5	67:16:17:0:0:0	1.3449	0.0094	137708.8822	170.8915	7988.4484	38.1168	38.1168	2
33	100	0.0000	0	67:16:17:0:0:0	1.3011	0.0107	154044.4092	287.4245	7141.4811	0.0038	0.0038	2
34	100	0.0000	0.1	67:16:17:0:0:0	1.2873	0.0120	152580.4890	278.2298	7210.3491	0.0028	0.0028	2
35	100	0.0000	0.2	67:16:17:0:0:0	1.3044	0.0129	153127.6581	290.4238	7184.2340	0.0028	0.0028	2
36	100	0.0000	0.3	67:16:17:0:0:0	1.2605	0.0115	152565.7661	280.6470	7210.8617	0.0028	0.0028	2
37	100	0.0000	0.4	67:16:17:0:0:0	1.3198	0.0104	152692.6086	281.7229	7204.7949	0.0000	0.0000	2
38	100	0.0000	0.5	67:16:17:0:0:0	1.3487	0.0108	153486.5293	272.6694	7167.9001	0.0266	0.0266	2
39	100	0.0000	0.6	67:16:17:0:0:0	1.3384	0.0149	153121.1531	268.6354	7184.9723	0.0426	0.0426	2
40	100	0.0000	0.7	67:16:17:0:0:0	1.3076	0.0096	152900.1443	258.2695	7195.0824	0.0826	0.0826	2
41	100	0.0000	0.8	67:16:17:0:0:0	1.3501	0.0132	152898.6092	256.5503	7195.3301	0.3446	0.3446	2
42	100	0.0000	0.9	67:16:17:0:0:0	1.4001	0.0168	150494.6985	232.6795	7309.9907	1.3022	1.3022	2
43	100	0.0000	1.01	67:16:17:0:0:0	1.3285	0.0101	146667.7523	210.9152	7500.7897	3.6532	3.6532	2
44	100	0.0000	1.1	67:16:17:0:0:0	1.3366	0.0097	143720.5194	200.4028	7654.6495	7.4938	7.4938	2
45	100	0.0000	1.2	67:16:17:0:0:0	1.3776	0.0090	141256.9486	189.4589	7788.0768	13.5236	13.5236	2
46	100	0.0000	1.3	67:16:17:0:0:0	1.3694	0.0111	139931.2495	179.9660	7861.5740	20.7831	20.7831	2
47	100	0.0000	1.4	67:16:17:0:0:0	1.3826	0.0143	138519.8788	172.0443	7941.9526	29.8501	29.8501	2
48	100	0.0000	1.5	33:33:34:0:0:0	1.3883	0.0096	169576.7822	183.6996	6487.1803	37.1345	37.1345	2
49	100	0.0000	0	33:33:34:0:0:0	1.3376	0.0098	186828.7487	290.8008	5888.0893	0.0016	0.0016	2
50	100	0.0000	0.1	33:33:34:0:0:0	1.3734	0.0111	186645.6969	276.3012	5893.8905	0.0034	0.0034	2
51	100	0.0000	0.2	33:33:34:0:0:0	1.3517	0.0126	186242.7899	273.4474	5906.5866	0.0017	0.0017	2
52	100	0.0000	0.3	33:33:34:0:0:0	1.3273	0.0169	187698.8850	280.7102	5860.7562	0.0017	0.0017	2
53	100	0.0000	0.4	33:33:34:0:0:0	1.3595	0.0116	187473.1341	282.2051	5867.8360	0.0103	0.0103	2
54	100	0.0000	0.5	33:33:34:0:0:0	1.3535	0.0142	186941.9088	265.1153	5884.6419	0.0090	0.0090	2
55	100	0.0000	0.6	33:33:34:0:0:0	1.3434	0.0148	187126.8819	279.2508	5878.6843	0.0621	0.0621	2
56	100	0.0000	0.7	33:33:34:0:0:0	1.3054	0.0111	186467.8703	259.9817	5899.4805	0.1037	0.1037	2
57	100	0.0000	0.8	33:33:34:0:0:0	1.3647	0.0173	186452.2818	250.9007	5899.8969	0.3753	0.3753	2
